f_property_type,f_room_type,f_room_type2,f_cancellation_policy,f_bed_type,f_neighbourhood_cleansed,usd_price_day,n_accommodates,n_bathrooms,n_review_scores_rating,n_number_of_reviews,n_guests_included,n_reviews_per_month,n_extra_people,n_minimum_nights,n_beds,n_days_since,d_24hourcheckin,d_airconditioning,d_breakfast,d_buzzerwirelessintercom,d_cabletv,d_carbonmonoxidedetector,d_cats,d_dogs,d_doorman,d_doormanentry,d_dryer,d_elevatorinbuilding,d_essentials,d_familykidfriendly,d_fireextinguisher,d_firstaidkit,d_freeparkingonpremises,d_freeparkingonstreet,d_gym,d_hairdryer,d_hangers,d_heating,d_hottub,d_indoorfireplace,d_internet,d_iron,d_keypad,d_kitchen,d_laptopfriendlyworkspace,d_lockonbedroomdoor,d_lockbox,d_otherpets,d_paidparkingoffpremises,d_petsallowed,d_petsliveonthisproperty,d_pool,d_privateentrance,d_privatelivingroom,d_safetycard,d_selfcheckin,d_shampoo,d_smartlock,d_smokedetector,d_smokingallowed,d_suitableforevents,d_tv,d_washer,d_washerdryer,d_wheelchairaccessible,d_wirelessinternet,price,id,neighbourhood_cleansed,cancellation_policy,room_type,property_type,ln_price,n_accommodates2,ln_accommodates,ln_accommodates2,ln_beds,f_bathroom,ln_number_of_reviews,f_number_of_reviews,ln_days_since,ln_days_since2,ln_days_since3,n_days_since2,n_days_since3,ln_review_scores_rating,f_minimum_nights,flag_days_since,flag_review_scores_rating,flag_reviews_per_month
Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,80.0,4.0,1.0,96.0,0.0,1.0,0.52,0.0,3.0,2.0,405.0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,80.0,11199762,Hackney,strict,Entire home/apt,Apartment,4.382026634673881,16.0,1.3862943611198906,1.9218120556728056,0.6931471805599453,1.0,0.0,0.0,6.0063531596017325,36.07627827785772,216.68686802088203,164025.0,66430125.0,4.564348191467836,3.0,1,1,1
Apartment,Entire home/apt,Entire/Apt,flexible,Real Bed,Hackney,84.0,4.0,1.0,77.0,11.0,2.0,0.71,0.0,4.0,2.0,462.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,84.0,8729234,Hackney,flexible,Entire home/apt,Apartment,4.430816798843313,16.0,1.3862943611198906,1.9218120556728056,0.6931471805599453,1.0,2.4849066497880004,1.0,6.137727054086234,37.67169339046208,231.21857169588068,213444.0,98611128.0,4.343805421853684,3.0,0,0,0
Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,120.0,2.0,1.0,98.0,11.0,1.0,0.31,0.0,10.0,1.0,1068.0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,120.0,2150265,Hackney,strict,Entire home/apt,Apartment,4.787491742782046,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,2.4849066497880004,1.0,6.974478911025045,48.6433560803331,339.2620611437651,1140624.0,1218186432.0,4.584967478670572,3.0,0,0,0
House,Entire home/apt,Entire/Apt,flexible,Couch,Hackney,20.0,1.0,1.0,96.0,0.0,1.0,0.52,0.0,10.0,1.0,405.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,20.0,7005594,Hackney,flexible,Entire home/apt,House,2.995732273553991,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0063531596017325,36.07627827785772,216.68686802088203,164025.0,66430125.0,4.564348191467836,3.0,1,1,1
Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,80.0,2.0,1.0,100.0,1.0,2.0,0.2,0.0,3.0,1.0,151.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,80.0,14752589,Hackney,strict,Entire home/apt,Apartment,4.382026634673881,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,0.6931471805599453,1.0,5.0238805208462765,25.239375487738656,126.79960687117521,22801.0,3442951.0,4.605170185988092,3.0,0,0,0
Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,59.0,2.0,1.0,96.0,0.0,1.0,0.52,0.0,2.0,1.0,405.0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,59.0,11122062,Hackney,strict,Entire home/apt,Apartment,4.07753744390572,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,0.0,0.0,6.0063531596017325,36.07627827785772,216.68686802088203,164025.0,66430125.0,4.564348191467836,2.0,1,1,1
Apartment,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,55.0,4.0,1.0,50.0,2.0,2.0,0.04,35.0,1.0,2.0,1412.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,55.0,737160,Hackney,moderate,Entire home/apt,Apartment,4.007333185232471,16.0,1.3862943611198906,1.9218120556728056,0.6931471805599453,1.0,1.0986122886681098,1.0,7.253470382684528,52.61283259248163,381.6256229587047,1993744.0,2815166528.0,3.912023005428146,1.0,0,0,0
House,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,150.0,6.0,2.5,94.0,7.0,1.0,1.3,0.0,2.0,3.0,160.0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,150.0,8858808,Hackney,moderate,Entire home/apt,House,5.010635294096256,36.0,1.791759469228055,3.210401995568401,1.0986122886681098,2.0,2.079441541679836,1.0,5.081404364984463,25.820670320483156,131.20526687332787,25600.0,4096000.0,4.543294782270004,2.0,0,0,0
House,Entire home/apt,Entire/Apt,flexible,Real Bed,Hackney,90.0,4.0,1.5,96.0,1.0,1.0,0.09,0.0,1.0,2.0,335.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,90.0,11878403,Hackney,flexible,Entire home/apt,House,4.499809670330265,16.0,1.3862943611198906,1.9218120556728056,0.6931471805599453,1.0,0.6931471805599453,1.0,5.817111159963204,33.83878224736846,196.84395785073178,112225.0,37595375.0,4.564348191467836,1.0,0,1,0
House,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,89.0,6.0,1.5,95.0,4.0,1.0,0.09,0.0,14.0,3.0,1297.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,89.0,314164,Hackney,strict,Entire home/apt,House,4.48863636973214,36.0,1.791759469228055,3.210401995568401,1.0986122886681098,1.0,1.6094379124341005,1.0,7.168579897264035,51.38853774345804,368.3828386175474,1682209.0,2181825073.0,4.553876891600541,3.0,0,0,0
Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,70.0,2.0,1.0,100.0,1.0,2.0,0.41,0.0,4.0,1.0,72.0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,70.0,16171111,Hackney,strict,Entire home/apt,Apartment,4.248495242049359,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,0.6931471805599453,1.0,4.290459441148391,18.408042216139364,78.97895851929329,5184.0,373248.0,4.605170185988092,3.0,0,0,0
Apartment,Entire home/apt,Entire/Apt,flexible,Real Bed,Hackney,175.0,6.0,1.0,100.0,1.0,6.0,0.05,0.0,1.0,3.0,608.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,175.0,6764013,Hackney,flexible,Entire home/apt,Apartment,5.1647859739235145,36.0,1.791759469228055,3.210401995568401,1.0986122886681098,1.0,0.6931471805599453,1.0,6.411818267709897,41.11141349813835,263.5989120787387,369664.0,224755712.0,4.605170185988092,1.0,0,0,0
House,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,150.0,3.0,1.0,96.0,0.0,1.0,0.52,0.0,2.0,2.0,405.0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,150.0,374624,Hackney,strict,Entire home/apt,House,5.010635294096256,9.0,1.0986122886681098,1.206948960812582,0.6931471805599453,1.0,0.0,0.0,6.0063531596017325,36.07627827785772,216.68686802088203,164025.0,66430125.0,4.564348191467836,2.0,1,1,1
House,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,220.0,6.0,2.5,96.0,0.0,6.0,0.52,30.0,7.0,4.0,405.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,220.0,13835115,Hackney,strict,Entire home/apt,House,5.393627546352362,36.0,1.791759469228055,3.210401995568401,1.3862943611198906,2.0,0.0,0.0,6.0063531596017325,36.07627827785772,216.68686802088203,164025.0,66430125.0,4.564348191467836,3.0,1,1,1
House,Entire home/apt,Entire/Apt,flexible,Real Bed,Hackney,100.0,5.0,1.5,96.0,0.0,1.0,0.52,0.0,7.0,3.0,405.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,100.0,9255497,Hackney,flexible,Entire home/apt,House,4.605170185988092,25.0,1.6094379124341005,2.590290393980234,1.0986122886681098,1.0,0.0,0.0,6.0063531596017325,36.07627827785772,216.68686802088203,164025.0,66430125.0,4.564348191467836,3.0,1,1,1
Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,58.0,2.0,1.0,100.0,5.0,2.0,0.68,10.0,2.0,1.0,221.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,58.0,13146958,Hackney,strict,Entire home/apt,Apartment,4.060443010546419,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,1.791759469228055,1.0,5.402677381872279,29.188922892594306,157.69833351303325,48841.0,10793861.0,4.605170185988092,2.0,0,0,0
Apartment,Entire home/apt,Entire/Apt,flexible,Real Bed,Hackney,64.0,3.0,1.0,80.0,3.0,1.0,0.6,0.0,7.0,1.0,150.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,64.0,15104499,Hackney,flexible,Entire home/apt,Apartment,4.158883083359672,9.0,1.0986122886681098,1.206948960812582,0.0,1.0,1.3862943611198906,1.0,5.017279836814924,25.173096960909593,126.30047181215875,22500.0,3375000.0,4.382026634673881,3.0,0,0,0
Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,50.0,2.0,1.0,100.0,2.0,1.0,1.67,15.0,4.0,1.0,35.0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,50.0,16737992,Hackney,strict,Entire home/apt,Apartment,3.912023005428146,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,1.0986122886681098,1.0,3.58351893845611,12.841607982273604,46.018145404706615,1225.0,42875.0,4.605170185988092,3.0,0,0,0
Apartment,Entire home/apt,Entire/Apt,flexible,Real Bed,Hackney,160.0,5.0,2.0,96.0,0.0,1.0,0.52,0.0,2.0,3.0,405.0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,1,160.0,17246961,Hackney,flexible,Entire home/apt,Apartment,5.075173815233827,25.0,1.6094379124341005,2.590290393980234,1.0986122886681098,2.0,0.0,0.0,6.0063531596017325,36.07627827785772,216.68686802088203,164025.0,66430125.0,4.564348191467836,2.0,1,1,1
Apartment,Private room,Private,moderate,Real Bed,Hackney,75.0,2.0,1.0,96.0,0.0,2.0,0.52,5.0,1.0,1.0,405.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,75.0,529280,Hackney,moderate,Private room,Apartment,4.31748811353631,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,0.0,0.0,6.0063531596017325,36.07627827785772,216.68686802088203,164025.0,66430125.0,4.564348191467836,1.0,1,1,1
Apartment,Private room,Private,flexible,Real Bed,Hackney,38.0,2.0,1.0,96.0,0.0,1.0,0.52,0.0,3.0,1.0,405.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,38.0,9966469,Hackney,flexible,Private room,Apartment,3.6375861597263857,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,0.0,0.0,6.0063531596017325,36.07627827785772,216.68686802088203,164025.0,66430125.0,4.564348191467836,3.0,1,1,1
Apartment,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,75.0,2.0,1.0,96.0,16.0,1.0,2.3,0.0,1.0,1.0,207.0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,75.0,13924625,Hackney,moderate,Entire home/apt,Apartment,4.31748811353631,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,2.833213344056216,1.0,5.337538079701318,28.489312752261633,152.0627916797168,42849.0,8869743.0,4.564348191467836,1.0,0,0,0
Apartment,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,80.0,4.0,1.0,100.0,3.0,2.0,0.63,20.0,5.0,1.0,142.0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,80.0,15442100,Hackney,moderate,Entire home/apt,Apartment,4.382026634673881,16.0,1.3862943611198906,1.9218120556728056,0.0,1.0,1.3862943611198906,1.0,4.962844630259907,24.62982682409959,122.23400379821408,20164.0,2863288.0,4.605170185988092,3.0,0,0,0
Apartment,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,70.0,2.0,1.0,97.0,31.0,1.0,1.92,0.0,2.0,1.0,483.0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,70.0,7950618,Hackney,moderate,Entire home/apt,Apartment,4.248495242049359,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,3.4657359027997265,1.0,6.182084906716632,38.21817379385359,236.26799537325542,233289.0,112678587.0,4.574710978503383,2.0,0,0,0
Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,70.0,2.0,1.0,98.0,12.0,1.0,0.64,0.0,1.0,1.0,558.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,70.0,7454488,Hackney,strict,Entire home/apt,Apartment,4.248495242049359,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,2.5649493574615367,1.0,6.326149473155099,40.02016715670054,253.17355937394012,311364.0,173741112.0,4.584967478670572,1.0,0,0,0
Apartment,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,65.0,4.0,1.0,100.0,7.0,2.0,3.23,15.0,2.0,2.0,64.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,65.0,16357760,Hackney,moderate,Entire home/apt,Apartment,4.174387269895637,16.0,1.3862943611198906,1.9218120556728056,0.6931471805599453,1.0,2.079441541679836,1.0,4.174387269895637,17.42550907906675,72.74082327110708,4096.0,262144.0,4.605170185988092,2.0,0,0,0
Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,100.0,4.0,1.0,40.0,1.0,2.0,0.23,20.0,2.0,2.0,127.0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,100.0,13594525,Hackney,strict,Entire home/apt,Apartment,4.605170185988092,16.0,1.3862943611198906,1.9218120556728056,0.6931471805599453,1.0,0.6931471805599453,1.0,4.852030263919617,23.542197681991865,114.22745563220279,16129.0,2048383.0,3.6888794541139363,2.0,0,0,0
Apartment,Private room,Private,flexible,Real Bed,Hackney,90.0,1.0,1.0,96.0,0.0,1.0,0.52,0.0,1.0,2.0,405.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,90.0,17041513,Hackney,flexible,Private room,Apartment,4.499809670330265,1.0,0.0,0.0,0.6931471805599453,1.0,0.0,0.0,6.0063531596017325,36.07627827785772,216.68686802088203,164025.0,66430125.0,4.564348191467836,1.0,1,1,1
Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,185.0,6.0,2.0,96.0,9.0,1.0,0.38,0.0,5.0,3.0,715.0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,185.0,5188181,Hackney,strict,Entire home/apt,Apartment,5.220355825078324,36.0,1.791759469228055,3.210401995568401,1.0986122886681098,2.0,2.302585092994046,1.0,6.573680166960646,43.21327093749174,284.07022211128634,511225.0,365525875.0,4.564348191467836,3.0,0,0,0
Apartment,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,80.0,2.0,1.0,90.0,1.0,1.0,0.02,0.0,7.0,1.0,1566.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,80.0,315117,Hackney,moderate,Entire home/apt,Apartment,4.382026634673881,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,0.6931471805599453,1.0,7.356918242356021,54.12424602471081,398.18765293296025,2452356.0,3840389496.0,4.499809670330265,3.0,0,0,0
Apartment,Entire home/apt,Entire/Apt,flexible,Real Bed,Hackney,220.0,4.0,1.0,96.0,0.0,1.0,0.52,0.0,5.0,2.0,405.0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,220.0,14988005,Hackney,flexible,Entire home/apt,Apartment,5.393627546352362,16.0,1.3862943611198906,1.9218120556728056,0.6931471805599453,1.0,0.0,0.0,6.0063531596017325,36.07627827785772,216.68686802088203,164025.0,66430125.0,4.564348191467836,3.0,1,1,1
Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,85.0,2.0,1.0,98.0,8.0,2.0,0.81,20.0,1.0,1.0,294.0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,85.0,11984110,Hackney,strict,Entire home/apt,Apartment,4.442651256490317,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,2.19722457733622,1.0,5.68697535633982,32.34168870361643,183.92638663988055,86436.0,25412184.0,4.584967478670572,1.0,0,0,0
Apartment,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,65.0,2.0,1.0,100.0,2.0,1.0,0.1,20.0,2.0,1.0,614.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,65.0,6617446,Hackney,moderate,Entire home/apt,Apartment,4.174387269895637,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,1.0986122886681098,1.0,6.421622267806518,41.23723255038852,264.8099308082907,376996.0,231475544.0,4.605170185988092,2.0,0,0,0
Apartment,Entire home/apt,Entire/Apt,flexible,Real Bed,Hackney,72.0,2.0,1.0,91.0,24.0,2.0,1.32,10.0,1.0,1.0,542.0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,72.0,7855266,Hackney,flexible,Entire home/apt,Apartment,4.276666119016055,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,3.218875824868201,1.0,6.297109319933935,39.65358578719883,249.70296462936957,293764.0,159220088.0,4.51085950651685,1.0,0,0,0
Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,80.0,2.0,1.0,92.0,23.0,1.0,0.52,10.0,1.0,1.0,1327.0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,80.0,1278020,Hackney,strict,Entire home/apt,Apartment,4.382026634673881,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,3.1780538303479458,1.0,7.191429330036379,51.71665580890748,371.91667543557355,1760929.0,2336752783.0,4.5217885770490405,1.0,0,0,0
Apartment,Entire home/apt,Entire/Apt,moderate,Couch,Hackney,107.0,4.0,1.0,85.0,25.0,2.0,0.47,15.0,2.0,3.0,1611.0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,107.0,490510,Hackney,moderate,Entire home/apt,Apartment,4.672828834461906,16.0,1.3862943611198906,1.9218120556728056,1.0986122886681098,1.0,3.258096538021482,1.0,7.385230923066573,54.54163578701875,402.80257520892536,2595321.0,4181062131.0,4.442651256490317,2.0,0,0,0
Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,122.0,4.0,1.0,100.0,4.0,1.0,0.4,0.0,2.0,2.0,301.0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,122.0,12674464,Hackney,strict,Entire home/apt,Apartment,4.804021044733257,16.0,1.3862943611198906,1.9218120556728056,0.6931471805599453,1.0,1.6094379124341005,1.0,5.71042701737487,32.60897672076485,186.2111816752038,90601.0,27270901.0,4.605170185988092,2.0,0,0,0
Apartment,Entire home/apt,Entire/Apt,flexible,Real Bed,Hackney,90.0,4.0,1.0,96.0,0.0,1.0,0.52,0.0,5.0,2.0,405.0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,90.0,16871744,Hackney,flexible,Entire home/apt,Apartment,4.499809670330265,16.0,1.3862943611198906,1.9218120556728056,0.6931471805599453,1.0,0.0,0.0,6.0063531596017325,36.07627827785772,216.68686802088203,164025.0,66430125.0,4.564348191467836,3.0,1,1,1
Apartment,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,115.0,4.0,1.0,96.0,0.0,1.0,0.52,0.0,3.0,3.0,405.0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,115.0,16807185,Hackney,moderate,Entire home/apt,Apartment,4.74493212836325,16.0,1.3862943611198906,1.9218120556728056,1.0986122886681098,1.0,0.0,0.0,6.0063531596017325,36.07627827785772,216.68686802088203,164025.0,66430125.0,4.564348191467836,3.0,1,1,1
Apartment,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,50.0,3.0,1.0,87.0,6.0,1.0,6.0,0.0,2.0,2.0,29.0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,50.0,16849702,Hackney,moderate,Entire home/apt,Apartment,3.912023005428146,9.0,1.0986122886681098,1.206948960812582,0.6931471805599453,1.0,1.9459101490553128,1.0,3.4011973816621555,11.568143629025503,39.34553982173328,841.0,24389.0,4.465908118654584,2.0,0,0,0
Apartment,Entire home/apt,Entire/Apt,flexible,Real Bed,Hackney,69.0,4.0,1.0,97.0,13.0,2.0,1.15,20.0,2.0,1.0,339.0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,69.0,11053599,Hackney,flexible,Entire home/apt,Apartment,4.23410650459726,16.0,1.3862943611198906,1.9218120556728056,0.0,1.0,2.6390573296152584,1.0,5.8289456176102075,33.97660701305724,198.04779455002426,114921.0,38958219.0,4.574710978503383,2.0,0,0,0
Apartment,Entire home/apt,Entire/Apt,flexible,Real Bed,Hackney,70.0,4.0,1.5,93.0,3.0,1.0,0.43,0.0,5.0,2.0,208.0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,70.0,13699101,Hackney,flexible,Entire home/apt,Apartment,4.248495242049359,16.0,1.3862943611198906,1.9218120556728056,0.6931471805599453,1.0,1.3862943611198906,1.0,5.342334251964811,28.540535259716417,152.47307908739242,43264.0,8998912.0,4.532599493153256,3.0,0,0,0
